,0
"('4_bloodseeker', '46_templar_assassin', '71_spirit_breaker', '120_pangolier', '128_snapfire')",1
"('15_razor', '19_tiny', '52_leshrac', '88_nyx_assassin', '111_oracle')",1
"('3_bane', '53_furion', '56_clinkz', '63_weaver', '129_mars')",1
"('26_lion', '38_beastmaster', '72_gyrocopter', '74_invoker', '102_abaddon')",1
"('9_mirana', '18_sven', '23_kunkka', '75_silencer', '106_ember_spirit')",1
"('18_sven', '20_vengefulspirit', '57_omniknight', '88_nyx_assassin', '126_void_spirit')",1
"('4_bloodseeker', '13_puck', '26_lion', '29_tidehunter', '70_ursa')",1
"('13_puck', '16_sand_king', '19_tiny', '25_lina', '64_jakiro')",1
"('19_tiny', '26_lion', '62_bounty_hunter', '63_weaver', '121_grimstroke')",1
"('14_pudge', '46_templar_assassin', '62_bounty_hunter', '90_keeper_of_the_light', '121_grimstroke')",1
"('3_bane', '18_sven', '78_brewmaster', '90_keeper_of_the_light', '121_grimstroke')",1
"('25_lina', '60_night_stalker', '72_gyrocopter', '91_wisp', '120_pangolier')",1
"('6_drow_ranger', '60_night_stalker', '70_ursa', '79_shadow_demon', '128_snapfire')",1
"('9_mirana', '16_sand_king', '18_sven', '57_omniknight', '106_ember_spirit')",1
"('19_tiny', '27_shadow_shaman', '29_tidehunter', '44_phantom_assassin', '66_chen')",1
"('25_lina', '26_lion', '70_ursa', '129_mars', '126_void_spirit')",1
"('78_brewmaster', '89_naga_siren', '103_elder_titan', '119_dark_willow', '126_void_spirit')",1
"('56_clinkz', '65_batrider', '86_rubick', '120_pangolier', '129_mars')",1
"('20_vengefulspirit', '28_slardar', '46_templar_assassin', '52_leshrac', '79_shadow_demon')",1
"('25_lina', '60_night_stalker', '72_gyrocopter', '85_undying', '121_grimstroke')",1
"('3_bane', '25_lina', '48_luna', '60_night_stalker', '126_void_spirit')",1
"('21_windrunner', '42_skeleton_king', '64_jakiro', '79_shadow_demon', '81_chaos_knight')",1
"('20_vengefulspirit', '25_lina', '48_luna', '100_tusk', '128_snapfire')",1
"('17_storm_spirit', '60_night_stalker', '86_rubick', '94_medusa', '129_mars')",1
"('17_storm_spirit', '36_necrolyte', '57_omniknight', '90_keeper_of_the_light', '106_ember_spirit')",1
"('34_tinker', '47_viper', '81_chaos_knight', '85_undying', '128_snapfire')",1
"('39_queenofpain', '72_gyrocopter', '90_keeper_of_the_light', '114_monkey_king', '129_mars')",1
"('1_antimage', '19_tiny', '37_warlock', '43_death_prophet', '75_silencer')",1
"('60_night_stalker', '91_wisp', '93_slark', '106_ember_spirit', '112_winter_wyvern')",1
"('32_riki', '46_templar_assassin', '78_brewmaster', '120_pangolier', '129_mars')",1
"('12_phantom_lancer', '19_tiny', '74_invoker', '75_silencer', '128_snapfire')",1
"('36_necrolyte', '41_faceless_void', '60_night_stalker', '112_winter_wyvern', '128_snapfire')",1
"('41_faceless_void', '60_night_stalker', '68_ancient_apparition', '92_visage', '128_snapfire')",1
"('12_phantom_lancer', '60_night_stalker', '120_pangolier', '126_void_spirit', '128_snapfire')",1
"('18_sven', '55_dark_seer', '56_clinkz', '58_enchantress', '126_void_spirit')",1
"('63_weaver', '75_silencer', '88_nyx_assassin', '106_ember_spirit', '107_earth_spirit')",1
"('55_dark_seer', '75_silencer', '89_naga_siren', '106_ember_spirit', '107_earth_spirit')",1
"('10_morphling', '26_lion', '29_tidehunter', '74_invoker', '123_hoodwink')",1
"('16_sand_king', '34_tinker', '48_luna', '87_disruptor', '129_mars')",1
"('29_tidehunter', '94_medusa', '106_ember_spirit', '112_winter_wyvern', '128_snapfire')",1
"('25_lina', '63_weaver', '106_ember_spirit', '129_mars', '123_hoodwink')",1
"('2_axe', '69_doom_bringer', '68_ancient_apparition', '106_ember_spirit', '123_hoodwink')",1
"('8_juggernaut', '31_lich', '47_viper', '49_dragon_knight', '52_leshrac')",1
"('17_storm_spirit', '26_lion', '57_omniknight', '72_gyrocopter', '119_dark_willow')",1
"('16_sand_king', '20_vengefulspirit', '52_leshrac', '56_clinkz', '103_elder_titan')",1
"('13_puck', '26_lion', '48_luna', '102_abaddon', '120_pangolier')",1
"('16_sand_king', '26_lion', '102_abaddon', '106_ember_spirit', '109_terrorblade')",1
"('65_batrider', '77_lycan', '79_shadow_demon', '90_keeper_of_the_light', '93_slark')",1
"('25_lina', '29_tidehunter', '69_doom_bringer', '111_oracle', '123_hoodwink')",1
"('18_sven', '25_lina', '38_beastmaster', '85_undying', '126_void_spirit')",1
"('13_puck', '19_tiny', '21_windrunner', '37_warlock', '99_bristleback')",1
"('12_phantom_lancer', '23_kunkka', '26_lion', '98_shredder', '110_phoenix')",1
"('38_beastmaster', '94_medusa', '100_tusk', '112_winter_wyvern', '126_void_spirit')",1
"('19_tiny', '57_omniknight', '75_silencer', '93_slark', '105_techies')",1
"('4_bloodseeker', '26_lion', '48_luna', '58_enchantress', '74_invoker')",1
"('38_beastmaster', '51_rattletrap', '72_gyrocopter', '74_invoker', '123_hoodwink')",1
"('25_lina', '48_luna', '102_abaddon', '108_abyssal_underlord', '120_pangolier')",1
"('9_mirana', '16_sand_king', '17_storm_spirit', '90_keeper_of_the_light', '109_terrorblade')",1
"('25_lina', '29_tidehunter', '109_terrorblade', '110_phoenix', '112_winter_wyvern')",1
"('12_phantom_lancer', '13_puck', '25_lina', '49_dragon_knight', '68_ancient_apparition')",1
"('8_juggernaut', '27_shadow_shaman', '29_tidehunter', '121_grimstroke', '126_void_spirit')",1
"('2_axe', '53_furion', '89_naga_siren', '112_winter_wyvern', '119_dark_willow')",1
"('6_drow_ranger', '13_puck', '49_dragon_knight', '83_treant', '119_dark_willow')",1
"('13_puck', '29_tidehunter', '83_treant', '109_terrorblade', '123_hoodwink')",1
"('5_crystal_maiden', '31_lich', '46_templar_assassin', '48_luna', '52_leshrac')",1
"('26_lion', '49_dragon_knight', '70_ursa', '78_brewmaster', '101_skywrath_mage')",1
"('26_lion', '48_luna', '49_dragon_knight', '61_broodmother', '68_ancient_apparition')",1
"('10_morphling', '23_kunkka', '29_tidehunter', '86_rubick', '121_grimstroke')",1
"('29_tidehunter', '48_luna', '65_batrider', '90_keeper_of_the_light', '102_abaddon')",1
"('25_lina', '51_rattletrap', '90_keeper_of_the_light', '94_medusa', '129_mars')",1
"('1_antimage', '14_pudge', '46_templar_assassin', '111_oracle', '123_hoodwink')",1
"('16_sand_king', '47_viper', '55_dark_seer', '72_gyrocopter', '102_abaddon')",1
"('2_axe', '13_puck', '88_nyx_assassin', '109_terrorblade', '123_hoodwink')",1
"('25_lina', '26_lion', '41_faceless_void', '65_batrider', '94_medusa')",1
"('95_troll_warlord', '103_elder_titan', '111_oracle', '108_abyssal_underlord', '120_pangolier')",1
"('2_axe', '12_phantom_lancer', '26_lion', '74_invoker', '103_elder_titan')",1
"('16_sand_king', '41_faceless_void', '74_invoker', '113_arc_warden', '123_hoodwink')",1
"('18_sven', '49_dragon_knight', '74_invoker', '79_shadow_demon', '112_winter_wyvern')",1
"('41_faceless_void', '57_omniknight', '69_doom_bringer', '92_visage', '121_grimstroke')",1
"('5_crystal_maiden', '17_storm_spirit', '26_lion', '94_medusa', '98_shredder')",1
"('29_tidehunter', '83_treant', '109_terrorblade', '120_pangolier', '123_hoodwink')",1
"('23_kunkka', '46_templar_assassin', '90_keeper_of_the_light', '101_skywrath_mage', '104_legion_commander')",1
"('19_tiny', '29_tidehunter', '88_nyx_assassin', '102_abaddon', '109_terrorblade')",1
"('18_sven', '47_viper', '60_night_stalker', '91_wisp', '120_pangolier')",1
"('41_faceless_void', '74_invoker', '86_rubick', '97_magnataur', '110_phoenix')",1
"('48_luna', '78_brewmaster', '79_shadow_demon', '112_winter_wyvern', '126_void_spirit')",1
"('14_pudge', '34_tinker', '41_faceless_void', '57_omniknight', '119_dark_willow')",1
"('9_mirana', '72_gyrocopter', '111_oracle', '129_mars', '123_hoodwink')",1
"('18_sven', '25_lina', '29_tidehunter', '68_ancient_apparition', '107_earth_spirit')",1
"('46_templar_assassin', '48_luna', '51_rattletrap', '112_winter_wyvern', '108_abyssal_underlord')",1
"('17_storm_spirit', '78_brewmaster', '109_terrorblade', '112_winter_wyvern', '121_grimstroke')",1
"('17_storm_spirit', '29_tidehunter', '48_luna', '79_shadow_demon', '128_snapfire')",1
"('7_earthshaker', '18_sven', '34_tinker', '57_omniknight', '126_void_spirit')",1
"('1_antimage', '13_puck', '60_night_stalker', '86_rubick', '100_tusk')",1
"('26_lion', '41_faceless_void', '74_invoker', '102_abaddon', '129_mars')",1
"('9_mirana', '49_dragon_knight', '61_broodmother', '94_medusa', '102_abaddon')",1
"('16_sand_king', '41_faceless_void', '68_ancient_apparition', '93_slark', '128_snapfire')",1
"('15_razor', '74_invoker', '87_disruptor', '119_dark_willow', '129_mars')",1
"('1_antimage', '3_bane', '45_pugna', '71_spirit_breaker', '91_wisp')",1
"('13_puck', '26_lion', '89_naga_siren', '103_elder_titan', '120_pangolier')",1
"('8_juggernaut', '74_invoker', '119_dark_willow', '121_grimstroke', '129_mars')",1
"('17_storm_spirit', '48_luna', '79_shadow_demon', '96_centaur', '120_pangolier')",1
"('16_sand_king', '46_templar_assassin', '105_techies', '120_pangolier', '121_grimstroke')",1
"('16_sand_king', '41_faceless_void', '58_enchantress', '76_obsidian_destroyer', '86_rubick')",1
"('17_storm_spirit', '95_troll_warlord', '98_shredder', '103_elder_titan', '123_hoodwink')",1
"('16_sand_king', '46_templar_assassin', '66_chen', '79_shadow_demon', '93_slark')",1
"('38_beastmaster', '52_leshrac', '88_nyx_assassin', '94_medusa', '120_pangolier')",1
"('46_templar_assassin', '57_omniknight', '60_night_stalker', '86_rubick', '93_slark')",1
"('10_morphling', '55_dark_seer', '85_undying', '88_nyx_assassin', '126_void_spirit')",1
"('25_lina', '26_lion', '60_night_stalker', '66_chen', '95_troll_warlord')",1
"('4_bloodseeker', '21_windrunner', '56_clinkz', '60_night_stalker', '84_ogre_magi')",1
"('25_lina', '49_dragon_knight', '67_spectre', '107_earth_spirit', '112_winter_wyvern')",1
"('48_luna', '86_rubick', '102_abaddon', '120_pangolier', '126_void_spirit')",1
"('1_antimage', '36_necrolyte', '88_nyx_assassin', '106_ember_spirit', '121_grimstroke')",1
"('38_beastmaster', '39_queenofpain', '56_clinkz', '86_rubick', '88_nyx_assassin')",1
"('26_lion', '47_viper', '79_shadow_demon', '98_shredder', '99_bristleback')",1
"('2_axe', '102_abaddon', '110_phoenix', '113_arc_warden', '114_monkey_king')",1
"('30_witch_doctor', '43_death_prophet', '45_pugna', '48_luna', '112_winter_wyvern')",1
"('43_death_prophet', '47_viper', '102_abaddon', '120_pangolier', '123_hoodwink')",1
"('8_juggernaut', '32_riki', '97_magnataur', '111_oracle', '123_hoodwink')",1
"('25_lina', '55_dark_seer', '107_earth_spirit', '109_terrorblade', '112_winter_wyvern')",1
"('35_sniper', '88_nyx_assassin', '104_legion_commander', '114_monkey_king', '123_hoodwink')",1
"('9_mirana', '17_storm_spirit', '48_luna', '49_dragon_knight', '85_undying')",1
"('38_beastmaster', '46_templar_assassin', '52_leshrac', '79_shadow_demon', '102_abaddon')",1
"('13_puck', '18_sven', '79_shadow_demon', '83_treant', '129_mars')",1
"('13_puck', '28_slardar', '51_rattletrap', '94_medusa', '123_hoodwink')",1
"('49_dragon_knight', '51_rattletrap', '52_leshrac', '94_medusa', '112_winter_wyvern')",1
"('8_juggernaut', '55_dark_seer', '88_nyx_assassin', '106_ember_spirit', '121_grimstroke')",1
"('14_pudge', '47_viper', '109_terrorblade', '119_dark_willow', '123_hoodwink')",1
"('42_skeleton_king', '49_dragon_knight', '74_invoker', '112_winter_wyvern', '123_hoodwink')",1
"('13_puck', '26_lion', '48_luna', '98_shredder', '102_abaddon')",1
"('15_razor', '49_dragon_knight', '68_ancient_apparition', '79_shadow_demon', '94_medusa')",1
"('21_windrunner', '40_venomancer', '48_luna', '60_night_stalker', '129_mars')",1
"('9_mirana', '16_sand_king', '23_kunkka', '51_rattletrap', '109_terrorblade')",1
"('1_antimage', '25_lina', '107_earth_spirit', '121_grimstroke', '129_mars')",1
"('26_lion', '29_tidehunter', '52_leshrac', '93_slark', '112_winter_wyvern')",1
"('56_clinkz', '57_omniknight', '85_undying', '119_dark_willow', '126_void_spirit')",1
"('13_puck', '42_skeleton_king', '79_shadow_demon', '120_pangolier', '123_hoodwink')",1
"('34_tinker', '60_night_stalker', '75_silencer', '85_undying', '90_keeper_of_the_light')",1
"('4_bloodseeker', '11_nevermore', '20_vengefulspirit', '29_tidehunter', '79_shadow_demon')",1
"('29_tidehunter', '90_keeper_of_the_light', '106_ember_spirit', '114_monkey_king', '120_pangolier')",1
"('56_clinkz', '75_silencer', '83_treant', '120_pangolier', '126_void_spirit')",1
"('25_lina', '47_viper', '60_night_stalker', '67_spectre', '88_nyx_assassin')",1
"('21_windrunner', '97_magnataur', '106_ember_spirit', '119_dark_willow', '121_grimstroke')",1
"('19_tiny', '33_enigma', '52_leshrac', '63_weaver', '86_rubick')",1
"('35_sniper', '63_weaver', '75_silencer', '112_winter_wyvern', '120_pangolier')",1
"('60_night_stalker', '72_gyrocopter', '79_shadow_demon', '84_ogre_magi', '114_monkey_king')",1
"('4_bloodseeker', '14_pudge', '46_templar_assassin', '79_shadow_demon', '121_grimstroke')",1
"('26_lion', '43_death_prophet', '86_rubick', '99_bristleback', '114_monkey_king')",1
"('10_morphling', '16_sand_king', '46_templar_assassin', '120_pangolier', '121_grimstroke')",1
"('3_bane', '7_earthshaker', '10_morphling', '19_tiny', '114_monkey_king')",1
"('19_tiny', '72_gyrocopter', '77_lycan', '98_shredder', '114_monkey_king')",1
"('42_skeleton_king', '52_leshrac', '60_night_stalker', '79_shadow_demon', '97_magnataur')",1
"('19_tiny', '60_night_stalker', '75_silencer', '79_shadow_demon', '97_magnataur')",1
"('26_lion', '34_tinker', '60_night_stalker', '70_ursa', '91_wisp')",1
"('25_lina', '68_ancient_apparition', '71_spirit_breaker', '86_rubick', '109_terrorblade')",1
"('2_axe', '20_vengefulspirit', '87_disruptor', '114_monkey_king', '135_dawnbreaker')",1
"('1_antimage', '35_sniper', '60_night_stalker', '75_silencer', '121_grimstroke')",1
"('16_sand_king', '41_faceless_void', '88_nyx_assassin', '106_ember_spirit', '121_grimstroke')",1
"('20_vengefulspirit', '65_batrider', '75_silencer', '97_magnataur', '114_monkey_king')",1
"('38_beastmaster', '64_jakiro', '75_silencer', '114_monkey_king', '128_snapfire')",1
"('39_queenofpain', '75_silencer', '109_terrorblade', '112_winter_wyvern', '114_monkey_king')",1
"('16_sand_king', '21_windrunner', '65_batrider', '72_gyrocopter', '106_ember_spirit')",1
"('20_vengefulspirit', '41_faceless_void', '79_shadow_demon', '120_pangolier', '128_snapfire')",1
"('40_venomancer', '72_gyrocopter', '74_invoker', '91_wisp', '114_monkey_king')",1
"('17_storm_spirit', '20_vengefulspirit', '46_templar_assassin', '114_monkey_king', '120_pangolier')",1
"('10_morphling', '60_night_stalker', '72_gyrocopter', '74_invoker', '114_monkey_king')",1
"('38_beastmaster', '39_queenofpain', '72_gyrocopter', '107_earth_spirit', '109_terrorblade')",1
"('20_vengefulspirit', '25_lina', '71_spirit_breaker', '93_slark', '110_phoenix')",1
"('3_bane', '39_queenofpain', '95_troll_warlord', '114_monkey_king', '120_pangolier')",1
"('40_venomancer', '56_clinkz', '74_invoker', '120_pangolier', '135_dawnbreaker')",1
"('20_vengefulspirit', '85_undying', '100_tusk', '109_terrorblade', '114_monkey_king')",1
"('18_sven', '39_queenofpain', '68_ancient_apparition', '77_lycan', '79_shadow_demon')",1
"('12_phantom_lancer', '23_kunkka', '29_tidehunter', '63_weaver', '87_disruptor')",1
"('25_lina', '51_rattletrap', '55_dark_seer', '72_gyrocopter', '120_pangolier')",1
"('3_bane', '72_gyrocopter', '83_treant', '86_rubick', '108_abyssal_underlord')",1
"('3_bane', '19_tiny', '40_venomancer', '67_spectre', '114_monkey_king')",1
"('17_storm_spirit', '28_slardar', '41_faceless_void', '64_jakiro', '75_silencer')",1
"('3_bane', '7_earthshaker', '39_queenofpain', '53_furion', '72_gyrocopter')",1
"('23_kunkka', '43_death_prophet', '44_phantom_assassin', '63_weaver', '114_monkey_king')",1
"('20_vengefulspirit', '21_windrunner', '41_faceless_void', '46_templar_assassin', '120_pangolier')",1
"('19_tiny', '98_shredder', '102_abaddon', '105_techies', '128_snapfire')",1
"('16_sand_king', '22_zuus', '37_warlock', '41_faceless_void', '121_grimstroke')",1
"('6_drow_ranger', '9_mirana', '11_nevermore', '38_beastmaster', '41_faceless_void')",1
"('20_vengefulspirit', '79_shadow_demon', '97_magnataur', '104_legion_commander', '126_void_spirit')",1
"('52_leshrac', '57_omniknight', '60_night_stalker', '79_shadow_demon', '97_magnataur')",1
"('41_faceless_void', '60_night_stalker', '74_invoker', '112_winter_wyvern', '128_snapfire')",1
"('32_riki', '46_templar_assassin', '55_dark_seer', '71_spirit_breaker', '85_undying')",1
"('2_axe', '58_enchantress', '109_terrorblade', '110_phoenix', '126_void_spirit')",1
"('16_sand_king', '90_keeper_of_the_light', '103_elder_titan', '109_terrorblade', '120_pangolier')",1
"('13_puck', '26_lion', '76_obsidian_destroyer', '99_bristleback', '110_phoenix')",1
"('16_sand_king', '18_sven', '74_invoker', '79_shadow_demon', '83_treant')",1
"('46_templar_assassin', '55_dark_seer', '57_omniknight', '100_tusk', '112_winter_wyvern')",1
"('9_mirana', '13_puck', '23_kunkka', '48_luna', '84_ogre_magi')",1
"('46_templar_assassin', '70_ursa', '78_brewmaster', '90_keeper_of_the_light', '123_hoodwink')",1
"('16_sand_king', '43_death_prophet', '102_abaddon', '109_terrorblade', '119_dark_willow')",1
"('17_storm_spirit', '26_lion', '48_luna', '69_doom_bringer', '68_ancient_apparition')",1
"('19_tiny', '55_dark_seer', '88_nyx_assassin', '109_terrorblade', '112_winter_wyvern')",1
"('28_slardar', '56_clinkz', '86_rubick', '93_slark', '112_winter_wyvern')",1
"('16_sand_king', '39_queenofpain', '87_disruptor', '90_keeper_of_the_light', '114_monkey_king')",1
"('72_gyrocopter', '79_shadow_demon', '93_slark', '97_magnataur', '129_mars')",1
"('46_templar_assassin', '47_viper', '77_lycan', '88_nyx_assassin', '102_abaddon')",1
"('4_bloodseeker', '46_templar_assassin', '102_abaddon', '119_dark_willow', '129_mars')",1
"('2_axe', '9_mirana', '17_storm_spirit', '102_abaddon', '109_terrorblade')",1
"('41_faceless_void', '74_invoker', '112_winter_wyvern', '129_mars', '123_hoodwink')",1
"('2_axe', '6_drow_ranger', '46_templar_assassin', '87_disruptor', '123_hoodwink')",1
"('72_gyrocopter', '79_shadow_demon', '88_nyx_assassin', '104_legion_commander', '120_pangolier')",1
"('49_dragon_knight', '72_gyrocopter', '101_skywrath_mage', '106_ember_spirit', '112_winter_wyvern')",1
"('15_razor', '25_lina', '26_lion', '98_shredder', '102_abaddon')",1
"('26_lion', '45_pugna', '46_templar_assassin', '80_lone_druid', '129_mars')",1
"('13_puck', '60_night_stalker', '79_shadow_demon', '109_terrorblade', '112_winter_wyvern')",1
"('21_windrunner', '52_leshrac', '77_lycan', '84_ogre_magi', '114_monkey_king')",1
"('39_queenofpain', '60_night_stalker', '64_jakiro', '79_shadow_demon', '109_terrorblade')",1
"('2_axe', '21_windrunner', '70_ursa', '90_keeper_of_the_light', '102_abaddon')",1
"('51_rattletrap', '55_dark_seer', '65_batrider', '114_monkey_king', '123_hoodwink')",1
"('60_night_stalker', '71_spirit_breaker', '72_gyrocopter', '91_wisp', '126_void_spirit')",1
"('44_phantom_assassin', '52_leshrac', '68_ancient_apparition', '97_magnataur', '114_monkey_king')",1
"('11_nevermore', '30_witch_doctor', '42_skeleton_king', '43_death_prophet', '64_jakiro')",1
"('26_lion', '47_viper', '112_winter_wyvern', '114_monkey_king', '129_mars')",1
"('13_puck', '26_lion', '29_tidehunter', '103_elder_titan', '114_monkey_king')",1
"('26_lion', '65_batrider', '98_shredder', '102_abaddon', '109_terrorblade')",1
"('2_axe', '57_omniknight', '86_rubick', '106_ember_spirit', '109_terrorblade')",1
"('13_puck', '26_lion', '94_medusa', '98_shredder', '110_phoenix')",1
"('9_mirana', '29_tidehunter', '48_luna', '102_abaddon', '126_void_spirit')",1
"('13_puck', '26_lion', '29_tidehunter', '109_terrorblade', '110_phoenix')",1
"('29_tidehunter', '39_queenofpain', '70_ursa', '88_nyx_assassin', '91_wisp')",1
"('46_templar_assassin', '84_ogre_magi', '93_slark', '120_pangolier', '123_hoodwink')",1
"('55_dark_seer', '67_spectre', '88_nyx_assassin', '112_winter_wyvern', '114_monkey_king')",1
"('16_sand_king', '41_faceless_void', '74_invoker', '88_nyx_assassin', '120_pangolier')",1
"('13_puck', '26_lion', '94_medusa', '102_abaddon', '129_mars')",1
"('46_templar_assassin', '78_brewmaster', '81_chaos_knight', '90_keeper_of_the_light', '123_hoodwink')",1
"('7_earthshaker', '25_lina', '63_weaver', '77_lycan', '111_oracle')",1
"('26_lion', '49_dragon_knight', '54_life_stealer', '65_batrider', '112_winter_wyvern')",1
"('15_razor', '46_templar_assassin', '68_ancient_apparition', '96_centaur', '119_dark_willow')",1
"('2_axe', '15_razor', '58_enchantress', '114_monkey_king', '123_hoodwink')",1
"('3_bane', '17_storm_spirit', '60_night_stalker', '94_medusa', '128_snapfire')",1
"('6_drow_ranger', '34_tinker', '102_abaddon', '120_pangolier', '128_snapfire')",1
"('3_bane', '4_bloodseeker', '52_leshrac', '62_bounty_hunter', '67_spectre')",1
"('17_storm_spirit', '63_weaver', '72_gyrocopter', '78_brewmaster', '119_dark_willow')",1
"('7_earthshaker', '25_lina', '40_venomancer', '109_terrorblade', '128_snapfire')",1
"('23_kunkka', '58_enchantress', '79_shadow_demon', '114_monkey_king', '129_mars')",1
"('19_tiny', '25_lina', '84_ogre_magi', '129_mars', '128_snapfire')",1
"('34_tinker', '85_undying', '100_tusk', '109_terrorblade', '123_hoodwink')",1
"('6_drow_ranger', '9_mirana', '16_sand_king', '85_undying', '129_mars')",1
"('19_tiny', '74_invoker', '85_undying', '97_magnataur', '128_snapfire')",1
"('13_puck', '25_lina', '58_enchantress', '61_broodmother', '72_gyrocopter')",1
"('19_tiny', '25_lina', '60_night_stalker', '126_void_spirit', '123_hoodwink')",1
"('48_luna', '71_spirit_breaker', '85_undying', '119_dark_willow', '126_void_spirit')",1
"('19_tiny', '47_viper', '91_wisp', '97_magnataur', '100_tusk')",1
"('3_bane', '36_necrolyte', '48_luna', '81_chaos_knight', '119_dark_willow')",1
"('3_bane', '15_razor', '60_night_stalker', '74_invoker', '112_winter_wyvern')",1
"('19_tiny', '60_night_stalker', '64_jakiro', '106_ember_spirit', '121_grimstroke')",1
"('3_bane', '36_necrolyte', '47_viper', '93_slark', '107_earth_spirit')",1
"('10_morphling', '20_vengefulspirit', '25_lina', '83_treant', '114_monkey_king')",1
"('72_gyrocopter', '76_obsidian_destroyer', '86_rubick', '129_mars', '135_dawnbreaker')",1
"('20_vengefulspirit', '30_witch_doctor', '34_tinker', '41_faceless_void', '60_night_stalker')",1
"('19_tiny', '21_windrunner', '60_night_stalker', '75_silencer', '123_hoodwink')",1
"('25_lina', '51_rattletrap', '55_dark_seer', '58_enchantress', '114_monkey_king')",1
"('3_bane', '34_tinker', '94_medusa', '114_monkey_king', '126_void_spirit')",1
"('18_sven', '25_lina', '60_night_stalker', '111_oracle', '126_void_spirit')",1
"('29_tidehunter', '63_weaver', '103_elder_titan', '106_ember_spirit', '110_phoenix')",1
"('21_windrunner', '28_slardar', '75_silencer', '94_medusa', '123_hoodwink')",1
"('23_kunkka', '86_rubick', '87_disruptor', '114_monkey_king', '129_mars')",1
"('4_bloodseeker', '68_ancient_apparition', '106_ember_spirit', '107_earth_spirit', '110_phoenix')",1
"('3_bane', '19_tiny', '25_lina', '38_beastmaster', '63_weaver')",1
"('1_antimage', '50_dazzle', '86_rubick', '105_techies', '126_void_spirit')",1
"('12_phantom_lancer', '29_tidehunter', '35_sniper', '64_jakiro', '112_winter_wyvern')",1
"('57_omniknight', '92_visage', '93_slark', '100_tusk', '126_void_spirit')",1
"('7_earthshaker', '19_tiny', '29_tidehunter', '79_shadow_demon', '128_snapfire')",1
"('7_earthshaker', '67_spectre', '72_gyrocopter', '74_invoker', '78_brewmaster')",1
"('7_earthshaker', '13_puck', '51_rattletrap', '84_ogre_magi', '94_medusa')",1
"('4_bloodseeker', '13_puck', '18_sven', '87_disruptor', '128_snapfire')",1
"('13_puck', '39_queenofpain', '75_silencer', '97_magnataur', '114_monkey_king')",1
"('3_bane', '23_kunkka', '48_luna', '91_wisp', '129_mars')",1
"('2_axe', '42_skeleton_king', '95_troll_warlord', '121_grimstroke', '128_snapfire')",1
"('8_juggernaut', '43_death_prophet', '58_enchantress', '61_broodmother', '107_earth_spirit')",1
"('18_sven', '29_tidehunter', '64_jakiro', '90_keeper_of_the_light', '107_earth_spirit')",1
"('20_vengefulspirit', '43_death_prophet', '75_silencer', '100_tusk', '114_monkey_king')",1
"('10_morphling', '55_dark_seer', '75_silencer', '97_magnataur', '119_dark_willow')",1
"('25_lina', '29_tidehunter', '86_rubick', '97_magnataur', '111_oracle')",1
"('20_vengefulspirit', '38_beastmaster', '45_pugna', '63_weaver', '77_lycan')",1
"('19_tiny', '43_death_prophet', '69_doom_bringer', '107_earth_spirit', '121_grimstroke')",1
"('46_templar_assassin', '55_dark_seer', '71_spirit_breaker', '75_silencer', '97_magnataur')",1
"('3_bane', '19_tiny', '26_lion', '88_nyx_assassin', '129_mars')",1
"('26_lion', '70_ursa', '86_rubick', '106_ember_spirit', '129_mars')",1
"('48_luna', '63_weaver', '69_doom_bringer', '126_void_spirit', '128_snapfire')",1
"('17_storm_spirit', '55_dark_seer', '72_gyrocopter', '91_wisp', '107_earth_spirit')",1
"('17_storm_spirit', '38_beastmaster', '48_luna', '71_spirit_breaker', '119_dark_willow')",1
"('10_morphling', '52_leshrac', '77_lycan', '102_abaddon', '120_pangolier')",1
"('7_earthshaker', '39_queenofpain', '64_jakiro', '83_treant', '114_monkey_king')",1
"('20_vengefulspirit', '65_batrider', '94_medusa', '114_monkey_king', '128_snapfire')",1
"('4_bloodseeker', '48_luna', '55_dark_seer', '83_treant', '88_nyx_assassin')",1
"('46_templar_assassin', '57_omniknight', '72_gyrocopter', '88_nyx_assassin', '120_pangolier')",1
"('20_vengefulspirit', '58_enchantress', '94_medusa', '120_pangolier', '126_void_spirit')",1
"('3_bane', '9_mirana', '23_kunkka', '39_queenofpain', '63_weaver')",1
"('20_vengefulspirit', '66_chen', '81_chaos_knight', '94_medusa', '129_mars')",1
"('18_sven', '25_lina', '29_tidehunter', '58_enchantress', '128_snapfire')",1
"('16_sand_king', '18_sven', '64_jakiro', '76_obsidian_destroyer', '120_pangolier')",1
"('19_tiny', '25_lina', '68_ancient_apparition', '98_shredder', '114_monkey_king')",1
"('9_mirana', '25_lina', '29_tidehunter', '41_faceless_void', '88_nyx_assassin')",1
"('5_crystal_maiden', '23_kunkka', '36_necrolyte', '109_terrorblade', '114_monkey_king')",1
"('11_nevermore', '20_vengefulspirit', '48_luna', '75_silencer', '120_pangolier')",1
"('7_earthshaker', '9_mirana', '63_weaver', '106_ember_spirit', '120_pangolier')",1
"('7_earthshaker', '19_tiny', '65_batrider', '75_silencer', '102_abaddon')",1
"('10_morphling', '52_leshrac', '120_pangolier', '129_mars', '128_snapfire')",1
"('18_sven', '38_beastmaster', '39_queenofpain', '83_treant', '90_keeper_of_the_light')",1
"('16_sand_king', '57_omniknight', '114_monkey_king', '129_mars', '123_hoodwink')",1
"('18_sven', '31_lich', '29_tidehunter', '65_batrider', '90_keeper_of_the_light')",1
